base_slug,variant_slugs,name,types,sets,legal_heroes,legal_formats,keywords,implemented_by_registry,implemented_by_manual_trigger,has_functional_text,parseable_by_text_parser,in_generated_decks,priority_tier,priority_score,implementation_bucket
barraging_big_horn,barraging_big_horn_blue|barraging_big_horn_red|barraging_big_horn_yellow,Barraging Big Horn,Action,CrucibleOfWar,Kayo|Levia|RKO|Rhinar|Tuffnut,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
bastion_of_unity,bastion_of_unity,Bastion of Unity,Equipment,DuskTillDawn,Boltyn|Dorinthea|Emperor|Fang|Hala|Kassai|Olympia|Taylor,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,Temper|Unity,False,False,True,True,False,P2,55,template_expandable
battalion_barque,battalion_barque_blue|battalion_barque_red|battalion_barque_yellow,Battalion Barque,Action,ArmoryDeckGravyBones|HighSeas,GravyBones|Marlynn|Puffin|Scurv,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,HighTide,False,False,True,True,False,P2,55,template_expandable
battered_beaten_and_broken,battered_beaten_and_broken_yellow,"Battered, Beaten, and Broken",Action,SuperSlam,Lyath|RKO,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Intimidate,False,False,True,True,False,P2,55,template_expandable
battlefield_breaker,battlefield_breaker_blue|battlefield_breaker_red|battlefield_breaker_yellow,Battlefield Breaker,Action,DuskTillDawn,Levia,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,BloodDebt,False,False,True,True,False,P2,55,template_expandable
be_like_water,be_like_water_blue|be_like_water_red|be_like_water_yellow,Be Like Water,Action,KatsuBlitzDeck|Outsiders,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
beat_the_same_drum,beat_the_same_drum_blue,Beat the Same Drum,Action,SuperSlam,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
beckon_applause,beckon_applause,Beckon Applause,Equipment,HeavyHitters|KassaiBlitzDeck|OlympiaBlitzDeck,Boltyn|Dorinthea|Emperor|Fang|Hala|Kassai|Olympia|Taylor,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Temper,False,False,True,True,False,P2,55,template_expandable
beckoning_mistblade,beckoning_mistblade,Beckoning Mistblade,Weapon,NuuBlitzDeck|PartTheMistveil|Promos,Nuu,Blitz|Clash|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
become_the_bottle,become_the_bottle_blue|become_the_bottle_red|become_the_bottle_yellow,Become the Bottle,Action,CompendiumOfRathe,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
become_the_cup,become_the_cup_blue|become_the_cup_red|become_the_cup_yellow,Become the Cup,Action,CompendiumOfRathe,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
belittle,belittle_blue|belittle_red|belittle_yellow,Belittle,Action,Monarch,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Draft|LivingLegend|Open|Sealed|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
bequest_the_vast_beyond,bequest_the_vast_beyond_red,Bequest the Vast Beyond,Action,DuskTillDawn,Shiyana|Viserai,Blitz|Clash|ClassicConstructed|LivingLegend|Open|UltimatePitFight,GoAgain|Specialization,False,False,True,True,False,P2,55,template_expandable
berserk,berserk_yellow,Berserk,Action,Dynasty,Kayo|Levia|RKO|Rhinar|Tuffnut,Blitz|LivingLegend|Open|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
beseech_the_demigon,beseech_the_demigon_blue|beseech_the_demigon_red|beseech_the_demigon_yellow,Beseech the Demigon,Action,DuskTillDawn,Chane|Levia|Vynnset,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
big_bop,big_bop_blue|big_bop_red|big_bop_yellow,Big Bop,Action,BetsyBlitzDeck|HeavyHitters,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Wager,False,False,True,True,False,P2,55,template_expandable
big_game_trophy_shot,big_game_trophy_shot_yellow,Big Game Trophy Shot,Action,HighSeas|Promos,Marlynn,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
bigger_than_big,bigger_than_big_blue|bigger_than_big_red|bigger_than_big_yellow,Bigger Than Big,Action,BetsyBlitzDeck|HeavyHitters,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Wager,False,False,True,True,False,P2,55,template_expandable
billowing_mirage,billowing_mirage_blue|billowing_mirage_red|billowing_mirage_yellow,Billowing Mirage,Action,DromaiBlitzDeck|Uprising,Dromai,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain|Transform,False,False,True,True,False,P2,55,template_expandable
billowing_mist,billowing_mist_blue,Billowing Mist,Action,CompendiumOfRathe,Enigma|Nuu|Zen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
bios_update,bios_update_red,Bios Update,Action,Dynasty,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
biting_breeze,biting_breeze_blue|biting_breeze_red|biting_breeze_yellow,Biting Breeze,Action,PartTheMistveil|ZenBlitzDeck,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
bittering_thorns,bittering_thorns_blue|bittering_thorns_red|bittering_thorns_yellow,Bittering Thorns,Action,ArmoryDeckIra|Promos|RoundTheTable,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blackout_kick,blackout_kick_blue|blackout_kick_red|blackout_kick_yellow,Blackout Kick,Action,HistoryPack1|KatsuHeroDeck|WelcomeToRathe,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Combo,False,False,True,True,False,P2,55,template_expandable
blade_beckoner_boots,blade_beckoner_boots,Blade Beckoner Boots,Equipment,ArakniSilverAgeDeck|DashSilverAgeDeck|EnigmaSilverAgeDeck|IyslanderSilverAgeDeck|TheHunted|ViseraiSilverAgeDeck,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Guardwell,False,False,True,True,False,P2,55,template_expandable
blade_beckoner_gauntlets,blade_beckoner_gauntlets,Blade Beckoner Gauntlets,Equipment,BlazeSilverAgeDeck|BravoSilverAgeDeck|DashSilverAgeDeck|FangBlitzDeck|IyslanderSilverAgeDeck|KayoSilverAgeDeck|TheHunted,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Guardwell,False,False,True,True,False,P2,55,template_expandable
blade_beckoner_helm,blade_beckoner_helm,Blade Beckoner Helm,Equipment,AzaleaSilverAgeDeck|BravoSilverAgeDeck|DashSilverAgeDeck|EnigmaSilverAgeDeck|FaiSilverAgeDeck|IyslanderSilverAgeDeck|TheHunted|ViseraiSilverAgeDeck,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Guardwell,False,False,True,True,False,P2,55,template_expandable
blade_beckoner_plating,blade_beckoner_plating,Blade Beckoner Plating,Equipment,CindraBlitzDeck|TheHunted,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Guardwell,False,False,True,True,False,P2,55,template_expandable
blade_flash,blade_flash_blue,Blade Flash,AttackReaction,ClassicBattlesRhinarDorinthea|DorintheaDemoDeck|Promos,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blade_rush,blade_rush_yellow,Blade Rush,Action,DorintheaDemoDeck|MasteryPackWarrior,Boltyn|Dorinthea|Fang|Hala|Kassai|Olympia,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blaze_headlong,blaze_headlong_red,Blaze Headlong,Action,CindraBlitzDeck|FaiBlitzDeck|FaiSilverAgeDeck|Promos|TheHunted|Uprising,Cindra|Dromai|Emperor|Fai|Fang|Taipanis,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blazen_yoroi,blazen_yoroi,Blazen Yoroi,Equipment,Dynasty,Benji|Cindra|Fai|Ira|Katsu|Taylor|Zen,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,BladeBreak,False,False,True,True,False,P2,55,template_expandable
blessing_of_bellona,blessing_of_bellona_yellow,Blessing of Bellona,Action,CompendiumOfRathe,Boltyn|Librarian|Prism|Theryon,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blessing_of_deliverance,blessing_of_deliverance_blue|blessing_of_deliverance_red|blessing_of_deliverance_yellow,Blessing of Deliverance,Action,HistoryPack1|Promos|WelcomeToRathe,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blessing_of_spirits,blessing_of_spirits_blue|blessing_of_spirits_red|blessing_of_spirits_yellow,Blessing of Spirits,Action,Dynasty,Dromai|Enigma|Prism|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,Ward,False,False,True,True,False,P2,55,template_expandable
blessing_of_themis,blessing_of_themis_yellow,Blessing of Themis,Action,CompendiumOfRathe,Boltyn|Librarian|Prism|Theryon,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blistering_assault,blistering_assault_blue|blistering_assault_red|blistering_assault_yellow,Blistering Assault,Action,DuskTillDawn,Boltyn|Librarian|Prism|Theryon,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blizzard_bolt,blizzard_bolt_blue|blizzard_bolt_red|blizzard_bolt_yellow,Blizzard Bolt,Action,LexiBlitzDeck|TalesOfAria,Lexi,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Fusion,False,False,True,True,False,P2,55,template_expandable
blood_dripping_frenzy,blood_dripping_frenzy_blue,Blood Dripping Frenzy,Action,DuskTillDawn,Levia,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blood_drop,blood_drop_red,Blood Drop,Action,TheHunted,Cindra|Fai,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blood_follows_blade,blood_follows_blade_yellow,Blood Follows Blade,AttackReaction,SuperSlam,Kassai|Shiyana,Blitz|Clash|ClassicConstructed|LivingLegend|Open|UltimatePitFight,GoAgain|Specialization,False,False,True,True,False,P2,55,template_expandable
blood_line,blood_line_red,Blood Line,Action,TheHunted,Cindra|Fai,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blood_on_her_hands,blood_on_her_hands_yellow,Blood on Her Hands,Action,Everfest,Kassai|Shiyana,Blitz|Clash|ClassicConstructed|LivingLegend|Open|UltimatePitFight,GoAgain|Specialization,False,False,True,True,False,P2,55,template_expandable
blood_splattered_vest,blood_splattered_vest,Blood Splattered Vest,Equipment,Promos|TheHunted,Arakni|Benji|Cindra|Crackni|Fai|Ira|Katsu|Nuu|Slippy|Taylor|Uzuri|Zen,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,BladeBreak,False,False,True,True,False,P2,55,template_expandable
blood_tribute,blood_tribute_blue|blood_tribute_red|blood_tribute_yellow,Blood Tribute,Instant,Monarch,Chane|Levia|Vynnset,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Opt,False,False,True,True,False,P2,55,template_expandable
bloodspill_invocation,bloodspill_invocation_blue|bloodspill_invocation_red|bloodspill_invocation_yellow,Bloodspill Invocation,Action,ArcaneRising|HistoryPack1,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
bloodtorn_bodice,bloodtorn_bodice,Bloodtorn Bodice,Equipment,AuroraBlitzDeck|FlorianBlitzDeck|Promos|Rosetta,Aurora|Aurora2|Briar|Chane|Florian|Taylor|Viserai|Vynnset,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blossom_of_spring,blossom_of_spring,Blossom of Spring,Equipment,FirstStrikeAurora|FirstStrikeTerra|ArakniBlitzDeck|ArakniSilverAgeDeck|AzaleaSilverAgeDeck|BravoDemoDeck|ClassicBattlesRhinarDorinthea|DashSilverAgeDeck|DorintheaDemoDeck|DorintheaSilverAgeDeck|EnigmaSilverAgeDeck|KatsuBlitzDeck|Promos|ViseraiSilverAgeDeck,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blossoming_decay,blossoming_decay_blue|blossoming_decay_red|blossoming_decay_yellow,Blossoming Decay,Action,Rosetta|VerdanceBlitzDeck,Briar|Florian|Jarl|Oldhim|Starvo|Terra|Verdance,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Decompose,False,False,True,True,False,P2,55,template_expandable
blossoming_spellblade,blossoming_spellblade_red,Blossoming Spellblade,Action,TalesOfAria,Aurora|Briar|Florian,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Fusion,False,False,True,True,False,P2,55,template_expandable
blow_for_a_blow,blow_for_a_blow_red,Blow for a Blow,Action,HighSeas,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,GoAgain,False,False,True,True,False,P2,55,template_expandable
blue_sea_tricorn,blue_sea_tricorn,Blue Sea Tricorn,Equipment,HighSeas|Promos,GravyBones|Marlynn|Puffin|Scurv|Taylor,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,BladeBreak|GoAgain,False,False,True,True,False,P2,55,template_expandable
board_the_ship,board_the_ship_red,Board the Ship,Action,HighSeas|Promos,GravyBones,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Overpower,False,False,True,True,False,P2,55,template_expandable
bolt_of_courage,bolt_of_courage_blue|bolt_of_courage_red|bolt_of_courage_yellow,Bolt of Courage,Action,ArmoryDeckBoltyn|BoltynBlitzDeck|Monarch,Boltyn,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Charge,False,False,True,True,False,P2,55,template_expandable
bonds_of_ancestry,bonds_of_ancestry_blue|bonds_of_ancestry_red|bonds_of_ancestry_yellow,Bonds of Ancestry,Action,KatsuBlitzDeck|Outsiders,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,Combo|GoAgain,False,False,True,True,False,P2,55,template_expandable
bonebreaker_bellow,bonebreaker_bellow_blue|bonebreaker_bellow_red|bonebreaker_bellow_yellow,Bonebreaker Bellow,Action,ArmoryDeckRhinar|HeavyHitters|RhinarBlitzDeck,Kayo|Levia|RKO|Rhinar|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,BeatChest|GoAgain,False,False,True,True,False,P2,55,template_expandable
boneyard_marauder,boneyard_marauder_blue|boneyard_marauder_red|boneyard_marauder_yellow,Boneyard Marauder,Action,LeviaBlitzDeck|Monarch|Promos,Levia,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,BloodDebt,False,False,True,True,False,P2,55,template_expandable
boom_grenade,boom_grenade_blue|boom_grenade_red|boom_grenade_yellow,Boom Grenade,Action,ArmoryDeckDash|BrightLights|DashSilverAgeDeck|GEM,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,Crank,False,False,True,True,False,P2,55,template_expandable
